1,Bayesian-Selection,Bayesian-Updating,SIGINT,0.3514569839495918,IMINT,0.30486404913413856,MOVINT,0.31058230602756143,
2,Bayesian-Selection,Bayesian-Updating,SIGINT,0.3268989334708076,MOVINT,0.18665354201493473,IMINT,0.04692618643665887,
3,Bayesian-Selection,Bayesian-Updating,SIGINT,0.32706740734298445,IMINT,0.32004383689276694,MOVINT,0.2654255960707513,
4,Bayesian-Selection,Bayesian-Updating,SIGINT,0.3490781688616007,IMINT,0.15633557514077048,MOVINT,0.04647544038903573,
5,Bayesian-Selection,Bayesian-Updating,SIGINT,0.34858806863630004,IMINT,0.13062878904843997,MOVINT,0.23601408826291226,
6,Bayesian-Selection,Bayesian-Updating,SIGINT,0.3529791566026541,IMINT,0.10696346523537044,MOVINT,0.14051721189094774,
7,Bayesian-Selection,Bayesian-Updating,SIGINT,0.35791349606259754,MOVINT,0.08302861943645026,IMINT,0.16032707122864423,
8,Bayesian-Selection,Bayesian-Updating,SIGINT,0.3350543503749758,MOVINT,0.321827936496674,IMINT,0.28703164185789803,
9,Bayesian-Selection,Bayesian-Updating,SIGINT,0.33025397950065,MOVINT,0.12884088078859396,IMINT,0.10219221458841166,
10,Bayesian-Selection,Bayesian-Updating,IMINT,0.31138821634860225,SIGINT,0.356375529609928,MOVINT,0.3039318334039329,
